Precinct,Race,Candidate,Total Votes,Vote Percentage
1014,Mayor,Christopher T. Schuchardt,14,16.28
1014,Mayor,Christopher Longoria,1,1.16
1014,Mayor,Ron Nirenberg (i),61,70.93
1014,Mayor,Armando Dominguez,0,0
1014,Mayor,Michael Idrogo,0,0
1014,Mayor,Gary Allen,2,2.33
1014,Mayor,Michael Samaniego,2,2.33
1014,Mayor,Diana Flores Uriegas,4,4.65
1014,District 5,Arturo Espinosa,6,7.41
1014,District 5,Teri Castillo (i),46,56.79
1014,District 5,Rudy Lopez,29,35.8
1015,Mayor,Ray Adam Basaldua,6,5.83
1015,Mayor,Christopher T. Schuchardt,10,9.71
1015,Mayor,Christopher Longoria,4,3.88
1015,Mayor,Ron Nirenberg (i),71,68.93
1015,Mayor,Armando Dominguez,0,0
1015,Mayor,Michael Idrogo,0,0
1015,Mayor,Gary Allen,6,5.83
1015,Mayor,Michael Samaniego,4,3.88
1015,Mayor,Diana Flores Uriegas,2,1.94
1015,District 5,Arturo Espinosa,5,5.21
1015,District 5,Teri Castillo (i),68,70.83
1015,District 5,Rudy Lopez,23,23.96
1016,Mayor,Ray Adam Basaldua,0,0
1016,Mayor,Christopher T. Schuchardt,5,5.75
1016,Mayor,Christopher Longoria,0,0
1016,Mayor,Ron Nirenberg (i),64,73.56
1016,Mayor,Armando Dominguez,2,2.3
1016,Mayor,Michael Idrogo,2,2.3
1016,Mayor,Gary Allen,4,4.6
1016,Mayor,Michael Samaniego,1,1.15
1016,Mayor,Diana Flores Uriegas,9,10.34
1016,District 3,Jayden Muñoz,13,15.66
1016,District 3,Phyllis Viagran,49,59.04
1016,District 3,Erin Gallegos Reid,16,19.28
1016,District 3,Larry La Rose,5,6.02
1017,Mayor,Ray Adam Basaldua,1,2.63
1017,Mayor,Christopher T. Schuchardt,3,7.89
1017,Mayor,Christopher Longoria,1,2.63
1017,Mayor,Ron Nirenberg (i),21,55.26
1017,Mayor,Armando Dominguez,0,0
1017,Mayor,Michael Idrogo,1,2.63
1017,Mayor,Gary Allen,6,15.79
1017,Mayor,Michael Samaniego,2,5.26
1017,Mayor,Diana Flores Uriegas,3,7.89
1017,District 3,Jayden Muñoz,5,13.89
1017,District 3,Phyllis Viagran,22,61.11
1017,District 3,Erin Gallegos Reid,6,16.67
1017,District 3,Larry La Rose,3,8.33
1018,Mayor,Ray Adam Basaldua,2,2.13
1018,Mayor,Christopher T. Schuchardt,9,9.57
1018,Mayor,Christopher Longoria,4,4.26
1018,Mayor,Ron Nirenberg (i),63,67.02
1018,Mayor,Armando Dominguez,2,2.13
1018,Mayor,Michael Idrogo,1,1.06
1018,Mayor,Gary Allen,4,4.26
1018,Mayor,Michael Samaniego,1,1.06
1018,Mayor,Diana Flores Uriegas,8,8.51
1018,District 3,Jayden Muñoz,15,16.13
1018,District 3,Phyllis Viagran,52,55.91
1018,District 3,Erin Gallegos Reid,14,15.05
1018,District 3,Larry La Rose,12,12.9
1019,Mayor,Ray Adam Basaldua,0,0
1019,Mayor,Christopher T. Schuchardt,10,12.35
1019,Mayor,Christopher Longoria,2,2.47
1019,Mayor,Ron Nirenberg (i),64,79.01
1019,Mayor,Armando Dominguez,0,0
1019,Mayor,Michael Idrogo,0,0
1019,Mayor,Gary Allen,0,0
1019,Mayor,Michael Samaniego,2,2.47
1019,Mayor,Diana Flores Uriegas,3,3.7
1019,District 3,Jayden Muñoz,9,11.69
1019,District 3,Phyllis Viagran,43,55.84
1019,District 3,Erin Gallegos Reid,16,20.78
1019,District 3,Larry La Rose,9,11.69
1020,Mayor,Ray Adam Basaldua,10,3.98
1020,Mayor,Christopher T. Schuchardt,40,15.94
1020,Mayor,Christopher Longoria,4,1.59
1020,Mayor,Ron Nirenberg (i),161,64.14
1020,Mayor,Armando Dominguez,3,1.2
1020,Mayor,Michael Idrogo,3,1.2
1020,Mayor,Gary Allen,11,4.38
1020,Mayor,Michael Samaniego,10,3.98
1020,Mayor,Diana Flores Uriegas,9,3.59
1020,District 3,Jayden Muñoz,38,15.7
1020,District 3,Phyllis Viagran,130,53.72
1020,District 3,Erin Gallegos Reid,49,20.25
1020,District 3,Larry La Rose,25,10.33
1021,Mayor,Ray Adam Basaldua,4,2.12
1021,Mayor,Christopher T. Schuchardt,16,8.47
1021,Mayor,Christopher Longoria,9,4.76
1021,Mayor,Ron Nirenberg (i),132,69.84
1021,Mayor,Armando Dominguez,2,1.06
1021,Mayor,Michael Idrogo,0,0
1021,Mayor,Gary Allen,4,2.12
1021,Mayor,Michael Samaniego,3,1.59
1021,Mayor,Diana Flores Uriegas,19,10.05
1021,District 3,Jayden Muñoz,31,17.13
1021,District 3,Phyllis Viagran,105,58.01
1021,District 3,Erin Gallegos Reid,30,16.57
1021,District 3,Larry La Rose,15,8.29
1022,Mayor,Ray Adam Basaldua,3,3.75
1022,Mayor,Christopher T. Schuchardt,9,11.25
1022,Mayor,Christopher Longoria,1,1.25
1022,Mayor,Ron Nirenberg (i),60,75
1022,Mayor,Armando Dominguez,0,0
1022,Mayor,Michael Idrogo,1,1.25
1022,Mayor,Gary Allen,3,3.75
1022,Mayor,Michael Samaniego,0,0
1022,Mayor,Diana Flores Uriegas,3,3.75
1022,District 4,Adriana Rocha Garcia (i),61,87.14
1022,District 4,Gregorio De La Paz,9,12.86
1023,Mayor,Ray Adam Basaldua,3,1.67
1023,Mayor,Christopher T. Schuchardt,20,11.11
1023,Mayor,Christopher Longoria,8,4.44
1023,Mayor,Ron Nirenberg (i),132,73.33
1023,Mayor,Armando Dominguez,2,1.11
1023,Mayor,Michael Idrogo,0,0
1023,Mayor,Gary Allen,7,3.89
1023,Mayor,Michael Samaniego,3,1.67
1023,Mayor,Diana Flores Uriegas,5,2.78
1023,District 5,Arturo Espinosa,14,8.33
1023,District 5,Teri Castillo (i),92,54.76
1023,District 5,Rudy Lopez,62,36.9
1024,Mayor,Ray Adam Basaldua,13,3.16
1024,Mayor,Christopher T. Schuchardt,67,16.3
1024,Mayor,Christopher Longoria,9,2.19
1024,Mayor,Ron Nirenberg (i),245,59.61
1024,Mayor,Armando Dominguez,7,1.7
1024,Mayor,Michael Idrogo,3,0.73
1024,Mayor,Gary Allen,33,8.03
1024,Mayor,Michael Samaniego,16,3.89
1024,Mayor,Diana Flores Uriegas,18,4.38
1024,District 4,Adriana Rocha Garcia (i),259,77.08
1024,District 4,Gregorio De La Paz,77,22.92
1025,Mayor,Ray Adam Basaldua,0,0
1025,Mayor,Christopher T. Schuchardt,0,0
1025,Mayor,Christopher Longoria,0,0
1025,Mayor,Ron Nirenberg (i),23,79.31
1025,Mayor,Armando Dominguez,2,6.9
1025,Mayor,Michael Idrogo,0,0
1025,Mayor,Gary Allen,4,13.79
1025,Mayor,Michael Samaniego,0,0
1025,Mayor,Diana Flores Uriegas,0,0
1025,District 5,Arturo Espinosa,4,13.79
1025,District 5,Teri Castillo (i),16,55.17
1025,District 5,Rudy Lopez,9,31.03
1026,Mayor,Ray Adam Basaldua,5,7.14
1026,Mayor,Christopher T. Schuchardt,10,14.29
1026,Mayor,Christopher Longoria,1,1.43
1026,Mayor,Ron Nirenberg (i),45,64.29
1026,Mayor,Armando Dominguez,1,1.43
1026,Mayor,Michael Idrogo,0,0
1026,Mayor,Gary Allen,3,4.29
1026,Mayor,Michael Samaniego,2,2.86
1026,Mayor,Diana Flores Uriegas,3,4.29
1026,District 5,Arturo Espinosa,2,3.03
1026,District 5,Teri Castillo (i),40,60.61
1026,District 5,Rudy Lopez,24,36.36
1028,Mayor,Ray Adam Basaldua,1,1.28
1028,Mayor,Christopher T. Schuchardt,13,16.67
1028,Mayor,Christopher Longoria,4,5.13
1028,Mayor,Ron Nirenberg (i),50,64.1
1028,Mayor,Armando Dominguez,1,1.28
1028,Mayor,Michael Idrogo,0,0
1028,Mayor,Gary Allen,6,7.69
1028,Mayor,Michael Samaniego,0,0
1028,Mayor,Diana Flores Uriegas,3,3.85
1028,District 5,Arturo Espinosa,8,10.81
1028,District 5,Teri Castillo (i),40,54.05
1028,District 5,Rudy Lopez,26,35.14
1029,Mayor,Ray Adam Basaldua,5,2.31
1029,Mayor,Christopher T. Schuchardt,22,10.19
1029,Mayor,Christopher Longoria,6,2.78
1029,Mayor,Ron Nirenberg (i),153,70.83
1029,Mayor,Armando Dominguez,3,1.39
1029,Mayor,Michael Idrogo,2,0.93
1029,Mayor,Gary Allen,6,2.78
1029,Mayor,Michael Samaniego,5,2.31
1029,Mayor,Diana Flores Uriegas,14,6.48
1029,District 5,Arturo Espinosa,8,3.76
1029,District 5,Teri Castillo (i),112,52.58
1029,District 5,Rudy Lopez,93,43.66
1030,Mayor,Ray Adam Basaldua,0,0
1030,Mayor,Christopher T. Schuchardt,0,0
1030,Mayor,Christopher Longoria,0,0
1030,Mayor,Ron Nirenberg (i),3,100
1030,Mayor,Armando Dominguez,0,0
1030,Mayor,Michael Idrogo,0,0
1030,Mayor,Gary Allen,0,0
1030,Mayor,Michael Samaniego,0,0
1030,Mayor,Diana Flores Uriegas,0,0
1030,District 4,Adriana Rocha Garcia (i),3,100
1030,District 4,Gregorio De La Paz,0,0
1031,Mayor,Ray Adam Basaldua,3,2.24
1031,Mayor,Christopher T. Schuchardt,17,12.69
1031,Mayor,Christopher Longoria,4,2.99
1031,Mayor,Ron Nirenberg (i),85,63.43
1031,Mayor,Armando Dominguez,0,0
1031,Mayor,Michael Idrogo,1,0.75
1031,Mayor,Gary Allen,6,4.48
1031,Mayor,Michael Samaniego,8,5.97
1031,Mayor,Diana Flores Uriegas,10,7.46
1031,District 5,Arturo Espinosa,5,3.57
1031,District 5,Teri Castillo (i),61,43.57
1031,District 5,Rudy Lopez,74,52.86
1032,Mayor,Ray Adam Basaldua,3,1.62
1032,Mayor,Christopher T. Schuchardt,13,7.03
1032,Mayor,Christopher Longoria,6,3.24
1032,Mayor,Ron Nirenberg (i),144,77.84
1032,Mayor,Armando Dominguez,3,1.62
1032,Mayor,Michael Idrogo,0,0
1032,Mayor,Gary Allen,4,2.16
1032,Mayor,Michael Samaniego,3,1.62
1032,Mayor,Diana Flores Uriegas,9,4.86
1032,District 5,Arturo Espinosa,5,2.72
1032,District 5,Teri Castillo (i),105,57.07
1032,District 5,Rudy Lopez,74,40.22
1033,Mayor,Ray Adam Basaldua,3,1.71
1033,Mayor,Christopher T. Schuchardt,23,13.14
1033,Mayor,Christopher Longoria,2,1.14
1033,Mayor,Ron Nirenberg (i),118,67.43
1033,Mayor,Armando Dominguez,1,0.57
1033,Mayor,Michael Idrogo,1,0.57
1033,Mayor,Gary Allen,14,8
1033,Mayor,Michael Samaniego,5,2.86
1033,Mayor,Diana Flores Uriegas,8,4.57
1033,District 4,Adriana Rocha Garcia (i),108,70.59
1033,District 4,Gregorio De La Paz,45,29.41
1036,Mayor,Ray Adam Basaldua,12,2.79
1036,Mayor,Christopher T. Schuchardt,91,21.16
1036,Mayor,Christopher Longoria,16,3.72
1036,Mayor,Ron Nirenberg (i),247,57.44
1036,Mayor,Armando Dominguez,5,1.16
1036,Mayor,Michael Idrogo,2,0.47
1036,Mayor,Gary Allen,23,5.35
1036,Mayor,Michael Samaniego,16,3.72
1036,Mayor,Diana Flores Uriegas,18,4.19
1036,District 4,Adriana Rocha Garcia (i),278,74.33
1036,District 4,Gregorio De La Paz,96,25.67
1037,Mayor,Ray Adam Basaldua,4,1.78
1037,Mayor,Christopher T. Schuchardt,39,17.33
1037,Mayor,Christopher Longoria,3,1.33
1037,Mayor,Ron Nirenberg (i),146,64.89
1037,Mayor,Armando Dominguez,5,2.22
1037,Mayor,Michael Idrogo,3,1.33
1037,Mayor,Gary Allen,13,5.78
1037,Mayor,Michael Samaniego,4,1.78
1037,Mayor,Diana Flores Uriegas,8,3.56
1037,District 4,Adriana Rocha Garcia (i),151,73.66
1037,District 4,Gregorio De La Paz,54,26.34
1038,Mayor,Ray Adam Basaldua,11,2.92
1038,Mayor,Christopher T. Schuchardt,64,16.98
1038,Mayor,Christopher Longoria,11,2.92
1038,Mayor,Ron Nirenberg (i),239,63.4
1038,Mayor,Armando Dominguez,4,1.06
1038,Mayor,Michael Idrogo,4,1.06
1038,Mayor,Gary Allen,24,6.37
1038,Mayor,Michael Samaniego,14,3.71
1038,Mayor,Diana Flores Uriegas,6,1.59
1038,District 4,Adriana Rocha Garcia (i),266,76.88
1038,District 4,Gregorio De La Paz,80,23.12
1039,Mayor,Ray Adam Basaldua,8,4.94
1039,Mayor,Christopher T. Schuchardt,13,8.02
1039,Mayor,Christopher Longoria,2,1.23
1039,Mayor,Ron Nirenberg (i),114,70.37
1039,Mayor,Armando Dominguez,4,2.47
1039,Mayor,Michael Idrogo,1,0.62
1039,Mayor,Gary Allen,9,5.56
1039,Mayor,Michael Samaniego,3,1.85
1039,Mayor,Diana Flores Uriegas,8,4.94
1039,District 4,Adriana Rocha Garcia (i),108,75
1039,District 4,Gregorio De La Paz,36,25
1040,Mayor,Ray Adam Basaldua,1,0.53
1040,Mayor,Christopher T. Schuchardt,16,8.42
1040,Mayor,Christopher Longoria,1,0.53
1040,Mayor,Ron Nirenberg (i),148,77.89
1040,Mayor,Armando Dominguez,5,2.63
1040,Mayor,Michael Idrogo,1,0.53
1040,Mayor,Gary Allen,7,3.68
1040,Mayor,Michael Samaniego,6,3.16
1040,Mayor,Diana Flores Uriegas,5,2.63
1040,District 4,Adriana Rocha Garcia (i),137,78.74
1040,District 4,Gregorio De La Paz,37,21.26
1041,Mayor,Ray Adam Basaldua,4,2.92
1041,Mayor,Christopher T. Schuchardt,26,18.98
1041,Mayor,Christopher Longoria,7,5.11
1041,Mayor,Ron Nirenberg (i),81,59.12
1041,Mayor,Armando Dominguez,0,0
1041,Mayor,Michael Idrogo,1,0.73
1041,Mayor,Gary Allen,5,3.65
1041,Mayor,Michael Samaniego,4,2.92
1041,Mayor,Diana Flores Uriegas,9,6.57
1041,District 4,Adriana Rocha Garcia (i),90,70.31
1041,District 4,Gregorio De La Paz,38,29.69
1042,Mayor,Ray Adam Basaldua,2,1.96
1042,Mayor,Christopher T. Schuchardt,16,15.69
1042,Mayor,Christopher Longoria,3,2.94
1042,Mayor,Ron Nirenberg (i),64,62.75
1042,Mayor,Armando Dominguez,5,4.9
1042,Mayor,Michael Idrogo,1,0.98
1042,Mayor,Gary Allen,4,3.92
1042,Mayor,Michael Samaniego,2,1.96
1042,Mayor,Diana Flores Uriegas,5,4.9
1042,District 4,Adriana Rocha Garcia (i),60,67.42
1042,District 4,Gregorio De La Paz,29,32.58
1043,Mayor,Ray Adam Basaldua,2,1.09
1043,Mayor,Christopher T. Schuchardt,29,15.85
1043,Mayor,Christopher Longoria,6,3.28
1043,Mayor,Ron Nirenberg (i),113,61.75
1043,Mayor,Armando Dominguez,1,0.55
1043,Mayor,Michael Idrogo,0,0
1043,Mayor,Gary Allen,13,7.1
1043,Mayor,Michael Samaniego,13,7.1
1043,Mayor,Diana Flores Uriegas,6,3.28
1043,District 4,Adriana Rocha Garcia (i),99,64.71
1043,District 4,Gregorio De La Paz,54,35.29
1044,Mayor,Ray Adam Basaldua,8,3.79
1044,Mayor,Christopher T. Schuchardt,26,12.32
1044,Mayor,Christopher Longoria,10,4.74
1044,Mayor,Ron Nirenberg (i),143,67.77
1044,Mayor,Armando Dominguez,1,0.47
1044,Mayor,Michael Idrogo,1,0.47
1044,Mayor,Gary Allen,6,2.84
1044,Mayor,Michael Samaniego,9,4.27
1044,Mayor,Diana Flores Uriegas,7,3.32
1044,District 4,Adriana Rocha Garcia (i),136,70.47
1044,District 4,Gregorio De La Paz,57,29.53
1045,Mayor,Ray Adam Basaldua,10,2.75
1045,Mayor,Christopher T. Schuchardt,41,11.29
1045,Mayor,Christopher Longoria,12,3.31
1045,Mayor,Ron Nirenberg (i),240,66.12
1045,Mayor,Armando Dominguez,6,1.65
1045,Mayor,Michael Idrogo,2,0.55
1045,Mayor,Gary Allen,18,4.96
1045,Mayor,Michael Samaniego,18,4.96
1045,Mayor,Diana Flores Uriegas,16,4.41
1045,District 4,Adriana Rocha Garcia (i),243,74.77
1045,District 4,Gregorio De La Paz,82,25.23
1046,Mayor,Ray Adam Basaldua,9,5.33
1046,Mayor,Christopher T. Schuchardt,29,17.16
1046,Mayor,Christopher Longoria,2,1.18
1046,Mayor,Ron Nirenberg (i),106,62.72
1046,Mayor,Armando Dominguez,5,2.96
1046,Mayor,Michael Idrogo,0,0
1046,Mayor,Gary Allen,5,2.96
1046,Mayor,Michael Samaniego,7,4.14
1046,Mayor,Diana Flores Uriegas,6,3.55
1046,District 4,Adriana Rocha Garcia (i),113,73.38
1046,District 4,Gregorio De La Paz,41,26.62
1047,Mayor,Ray Adam Basaldua,5,3.29
1047,Mayor,Christopher T. Schuchardt,26,17.11
1047,Mayor,Christopher Longoria,10,6.58
1047,Mayor,Ron Nirenberg (i),96,63.16
1047,Mayor,Armando Dominguez,2,1.32
1047,Mayor,Michael Idrogo,0,0
1047,Mayor,Gary Allen,4,2.63
1047,Mayor,Michael Samaniego,3,1.97
1047,Mayor,Diana Flores Uriegas,6,3.95
1047,District 3,Jayden Muñoz,34,23.94
1047,District 3,Phyllis Viagran,53,37.32
1047,District 3,Erin Gallegos Reid,18,12.68
1047,District 3,Larry La Rose,37,26.06
1048,Mayor,Ray Adam Basaldua,8,3.21
1048,Mayor,Christopher T. Schuchardt,28,11.24
1048,Mayor,Christopher Longoria,8,3.21
1048,Mayor,Ron Nirenberg (i),163,65.46
1048,Mayor,Armando Dominguez,5,2.01
1048,Mayor,Michael Idrogo,2,0.8
1048,Mayor,Gary Allen,9,3.61
1048,Mayor,Michael Samaniego,8,3.21
1048,Mayor,Diana Flores Uriegas,18,7.23
1048,District 3,Jayden Muñoz,47,19.03
1048,District 3,Phyllis Viagran,126,51.01
1048,District 3,Erin Gallegos Reid,29,11.74
1048,District 3,Larry La Rose,45,18.22
1049,Mayor,Ray Adam Basaldua,11,4.1
1049,Mayor,Christopher T. Schuchardt,34,12.69
1049,Mayor,Christopher Longoria,9,3.36
1049,Mayor,Ron Nirenberg (i),175,65.3
1049,Mayor,Armando Dominguez,4,1.49
1049,Mayor,Michael Idrogo,4,1.49
1049,Mayor,Gary Allen,12,4.48
1049,Mayor,Michael Samaniego,7,2.61
1049,Mayor,Diana Flores Uriegas,12,4.48
1049,District 3,Jayden Muñoz,41,15.83
1049,District 3,Phyllis Viagran,137,52.9
1049,District 3,Erin Gallegos Reid,36,13.9
1049,District 3,Larry La Rose,45,17.37
1050,Mayor,Ray Adam Basaldua,2,1.98
1050,Mayor,Christopher T. Schuchardt,19,18.81
1050,Mayor,Christopher Longoria,2,1.98
1050,Mayor,Ron Nirenberg (i),69,68.32
1050,Mayor,Armando Dominguez,0,0
1050,Mayor,Michael Idrogo,0,0
1050,Mayor,Gary Allen,2,1.98
1050,Mayor,Michael Samaniego,0,0
1050,Mayor,Diana Flores Uriegas,7,6.93
1050,District 3,Jayden Muñoz,21,21.21
1050,District 3,Phyllis Viagran,48,48.48
1050,District 3,Erin Gallegos Reid,13,13.13
1050,District 3,Larry La Rose,17,17.17
1051,Mayor,Ray Adam Basaldua,6,2.13
1051,Mayor,Christopher T. Schuchardt,57,20.21
1051,Mayor,Christopher Longoria,6,2.13
1051,Mayor,Ron Nirenberg (i),169,59.93
1051,Mayor,Armando Dominguez,5,1.77
1051,Mayor,Michael Idrogo,0,0
1051,Mayor,Gary Allen,22,7.8
1051,Mayor,Michael Samaniego,4,1.42
1051,Mayor,Diana Flores Uriegas,13,4.61
1051,District 3,Jayden Muñoz,49,18.56
1051,District 3,Phyllis Viagran,125,47.35
1051,District 3,Erin Gallegos Reid,48,18.18
1051,District 3,Larry La Rose,42,15.91
1052,Mayor,Ray Adam Basaldua,10,4.07
1052,Mayor,Christopher T. Schuchardt,42,17.07
1052,Mayor,Christopher Longoria,6,2.44
1052,Mayor,Ron Nirenberg (i),156,63.41
1052,Mayor,Armando Dominguez,3,1.22
1052,Mayor,Michael Idrogo,0,0
1052,Mayor,Gary Allen,14,5.69
1052,Mayor,Michael Samaniego,5,2.03
1052,Mayor,Diana Flores Uriegas,10,4.07
1052,District 3,Jayden Muñoz,41,17.6
1052,District 3,Phyllis Viagran,110,47.21
1052,District 3,Erin Gallegos Reid,48,20.6
1052,District 3,Larry La Rose,34,14.59
1053,Mayor,Ray Adam Basaldua,1,2.94
1053,Mayor,Christopher T. Schuchardt,5,14.71
1053,Mayor,Christopher Longoria,1,2.94
1053,Mayor,Ron Nirenberg (i),24,70.59
1053,Mayor,Armando Dominguez,0,0
1053,Mayor,Michael Idrogo,1,2.94
1053,Mayor,Gary Allen,0,0
1053,Mayor,Michael Samaniego,1,2.94
1053,Mayor,Diana Flores Uriegas,1,2.94
1053,District 3,Jayden Muñoz,6,18.18
1053,District 3,Phyllis Viagran,15,45.45
1053,District 3,Erin Gallegos Reid,5,15.15
1053,District 3,Larry La Rose,7,21.21
1054,Mayor,Ray Adam Basaldua,7,2.24
1054,Mayor,Christopher T. Schuchardt,49,15.65
1054,Mayor,Christopher Longoria,7,2.24
1054,Mayor,Ron Nirenberg (i),204,65.18
1054,Mayor,Armando Dominguez,5,1.6
1054,Mayor,Michael Idrogo,2,0.64
1054,Mayor,Gary Allen,19,6.07
1054,Mayor,Michael Samaniego,5,1.6
1054,Mayor,Diana Flores Uriegas,15,4.79
1054,District 3,Jayden Muñoz,35,11.59
1054,District 3,Phyllis Viagran,171,56.62
1054,District 3,Erin Gallegos Reid,58,19.21
1054,District 3,Larry La Rose,38,12.58
1055,Mayor,Ray Adam Basaldua,6,1.68
1055,Mayor,Christopher T. Schuchardt,45,12.61
1055,Mayor,Christopher Longoria,14,3.92
1055,Mayor,Ron Nirenberg (i),222,62.18
1055,Mayor,Armando Dominguez,7,1.96
1055,Mayor,Michael Idrogo,1,0.28
1055,Mayor,Gary Allen,23,6.44
1055,Mayor,Michael Samaniego,20,5.6
1055,Mayor,Diana Flores Uriegas,19,5.32
1055,District 6,Irina Rudolph,126,35.49
1055,District 6,Melissa Cabello Havrda (i),196,55.21
1055,District 6,Chris Baecker,33,9.3
1056,Mayor,Ray Adam Basaldua,12,2.86
1056,Mayor,Christopher T. Schuchardt,72,17.18
1056,Mayor,Christopher Longoria,11,2.63
1056,Mayor,Ron Nirenberg (i),257,61.34
1056,Mayor,Armando Dominguez,3,0.72
1056,Mayor,Michael Idrogo,0,0
1056,Mayor,Gary Allen,21,5.01
1056,Mayor,Michael Samaniego,13,3.1
1056,Mayor,Diana Flores Uriegas,30,7.16
1056,District 3,Jayden Muñoz,66,16.92
1056,District 3,Phyllis Viagran,193,49.49
1056,District 3,Erin Gallegos Reid,86,22.05
1056,District 3,Larry La Rose,45,11.54
1057,Mayor,Ray Adam Basaldua,0,0
1057,Mayor,Christopher T. Schuchardt,2,66.67
1057,Mayor,Christopher Longoria,0,0
1057,Mayor,Ron Nirenberg (i),0,0
1057,Mayor,Armando Dominguez,0,0
1057,Mayor,Michael Idrogo,0,0
1057,Mayor,Gary Allen,0,0
1057,Mayor,Michael Samaniego,0,0
1057,Mayor,Diana Flores Uriegas,1,33.33
1057,District 3,Jayden Muñoz,1,25
1057,District 3,Phyllis Viagran,0,0
1057,District 3,Erin Gallegos Reid,1,25
1057,District 3,Larry La Rose,2,50
1058,Mayor,Ray Adam Basaldua,1,7.69
1058,Mayor,Christopher T. Schuchardt,1,7.69
1058,Mayor,Christopher Longoria,0,0
1058,Mayor,Ron Nirenberg (i),8,61.54
1058,Mayor,Armando Dominguez,1,7.69
1058,Mayor,Michael Idrogo,0,0
1058,Mayor,Gary Allen,1,7.69
1058,Mayor,Michael Samaniego,0,0
1058,Mayor,Diana Flores Uriegas,1,7.69
1058,District 3,Jayden Muñoz,1,8.33
1058,District 3,Phyllis Viagran,2,16.67
1058,District 3,Erin Gallegos Reid,3,25
1058,District 3,Larry La Rose,6,50
1059,Mayor,Ray Adam Basaldua,0,0
1059,Mayor,Christopher T. Schuchardt,9,32.14
1059,Mayor,Christopher Longoria,0,0
1059,Mayor,Ron Nirenberg (i),12,42.86
1059,Mayor,Armando Dominguez,0,0
1059,Mayor,Michael Idrogo,0,0
1059,Mayor,Gary Allen,4,14.29
1059,Mayor,Michael Samaniego,1,3.57
1059,Mayor,Diana Flores Uriegas,2,7.14
1059,District 3,Jayden Muñoz,5,18.52
1059,District 3,Phyllis Viagran,11,40.74
1059,District 3,Erin Gallegos Reid,6,22.22
1059,District 3,Larry La Rose,5,18.52
1060,Mayor,Ray Adam Basaldua,5,2.14
1060,Mayor,Christopher T. Schuchardt,20,8.55
1060,Mayor,Christopher Longoria,6,2.56
1060,Mayor,Ron Nirenberg (i),163,69.66
1060,Mayor,Armando Dominguez,2,0.85
1060,Mayor,Michael Idrogo,1,0.43
1060,Mayor,Gary Allen,15,6.41
1060,Mayor,Michael Samaniego,7,2.99
1060,Mayor,Diana Flores Uriegas,15,6.41
1060,District 4,Adriana Rocha Garcia (i),165,77.46
1060,District 4,Gregorio De La Paz,48,22.54
1061,Mayor,Ray Adam Basaldua,5,3.12
1061,Mayor,Christopher T. Schuchardt,23,14.37
1061,Mayor,Christopher Longoria,2,1.25
1061,Mayor,Ron Nirenberg (i),104,65
1061,Mayor,Armando Dominguez,5,3.12
1061,Mayor,Michael Idrogo,1,0.62
1061,Mayor,Gary Allen,9,5.62
1061,Mayor,Michael Samaniego,1,0.62
1061,Mayor,Diana Flores Uriegas,10,6.25
1061,District 4,Adriana Rocha Garcia (i),125,82.78
1061,District 4,Gregorio De La Paz,26,17.22
1062,Mayor,Ray Adam Basaldua,0,0
1062,Mayor,Christopher T. Schuchardt,9,39.13
1062,Mayor,Christopher Longoria,1,4.35
1062,Mayor,Ron Nirenberg (i),11,47.83
1062,Mayor,Armando Dominguez,0,0
1062,Mayor,Michael Idrogo,0,0
1062,Mayor,Gary Allen,2,8.7
1062,Mayor,Michael Samaniego,0,0
1062,Mayor,Diana Flores Uriegas,0,0
1062,District 4,Adriana Rocha Garcia (i),8,38.1
1062,District 4,Gregorio De La Paz,13,61.9
1063,Mayor,Ray Adam Basaldua,0,0
1063,Mayor,Christopher T. Schuchardt,1,25
1063,Mayor,Christopher Longoria,0,0
1063,Mayor,Ron Nirenberg (i),3,75
1063,Mayor,Armando Dominguez,0,0
1063,Mayor,Michael Idrogo,0,0
1063,Mayor,Gary Allen,0,0
1063,Mayor,Michael Samaniego,0,0
1063,Mayor,Diana Flores Uriegas,0,0
1063,District 4,Adriana Rocha Garcia (i),0,0
1063,District 4,Gregorio De La Paz,2,100
1069,Mayor,Ray Adam Basaldua,2,1.52
1069,Mayor,Christopher T. Schuchardt,32,24.24
1069,Mayor,Christopher Longoria,4,3.03
1069,Mayor,Ron Nirenberg (i),74,56.06
1069,Mayor,Armando Dominguez,3,2.27
1069,Mayor,Michael Idrogo,0,0
1069,Mayor,Gary Allen,13,9.85
1069,Mayor,Michael Samaniego,1,0.76
1069,Mayor,Diana Flores Uriegas,3,2.27
1069,District 6,Irina Rudolph,44,35.2
1069,District 6,Melissa Cabello Havrda (i),55,44
1069,District 6,Chris Baecker,26,20.8
1070,Mayor,Ray Adam Basaldua,4,3.67
1070,Mayor,Christopher T. Schuchardt,21,19.27
1070,Mayor,Christopher Longoria,4,3.67
1070,Mayor,Ron Nirenberg (i),60,55.05
1070,Mayor,Armando Dominguez,2,1.83
1070,Mayor,Michael Idrogo,4,3.67
1070,Mayor,Gary Allen,2,1.83
1070,Mayor,Michael Samaniego,6,5.5
1070,Mayor,Diana Flores Uriegas,6,5.5
1070,District 4,Adriana Rocha Garcia (i),66,72.53
1070,District 4,Gregorio De La Paz,25,27.47
1071,Mayor,Ray Adam Basaldua,7,3.54
