Precinct,Race,Candidate,Total Votes
4084,For Mayor City of San Antonio,Christopher T. Schuchardt,13
4084,For Mayor City of San Antonio,Christopher Longoria,1
4084,For Mayor City of San Antonio,Ron Nirenberg,79
4084,For Mayor City of San Antonio,Armando Dominguez,1
4084,For Mayor City of San Antonio,Michael Idrogo,0
4084,For Mayor City of San Antonio,Gary Allen,5
4084,For Mayor City of San Antonio,Michael Samaniego,3
4084,For Mayor City of San Antonio,Diana Flores Uriegas,7
4084,"For Council, City of San Antonio, District 2",Vote,For
4084,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4084,"For Council, City of San Antonio, District 2",Rose Requenez Hill,11
4084,"For Council, City of San Antonio, District 2",Edward Earl Giles,2
4084,"For Council, City of San Antonio, District 2",Patrick Jones,6
4084,"For Council, City of San Antonio, District 2",Carla Walker,9
4084,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,53
4084,"For Council, City of San Antonio, District 2",Denise McVea,3
4084,"For Council, City of San Antonio, District 2",James M. Guild,2
4084,"For Council, City of San Antonio, District 2",Michael John Good,0
4084,"For Council, City of San Antonio, District 2",Wendell Carson,1
4084,"For Council, City of San Antonio, District 2",Denise Gutierrez,16
4091,For Mayor City of San Antonio,Vote,For
4091,For Mayor City of San Antonio,TOTAL,VOTE
4091,For Mayor City of San Antonio,Ray Adam Basaldua,4
4091,For Mayor City of San Antonio,Christopher T. Schuchardt,37
4091,For Mayor City of San Antonio,Christopher Longoria,0
4091,For Mayor City of San Antonio,Ron Nirenberg,130
4091,For Mayor City of San Antonio,Armando Dominguez,0
4091,For Mayor City of San Antonio,Michael Idrogo,1
4091,For Mayor City of San Antonio,Gary Allen,6
4091,For Mayor City of San Antonio,Michael Samaniego,2
4091,For Mayor City of San Antonio,Diana Flores Uriegas,5
4091,"For Council, City of San Antonio, District 2",Vote,For
4091,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4091,"For Council, City of San Antonio, District 2",Rose Requenez Hill,7
4091,"For Council, City of San Antonio, District 2",Edward Earl Giles,5
4091,"For Council, City of San Antonio, District 2",Patrick Jones,6
4091,"For Council, City of San Antonio, District 2",Carla Walker,2
4091,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,113
4091,"For Council, City of San Antonio, District 2",Denise McVea,5
4091,"For Council, City of San Antonio, District 2",James M. Guild,2
4091,"For Council, City of San Antonio, District 2",Michael John Good,3
4091,"For Council, City of San Antonio, District 2",Wendell Carson,1
4091,"For Council, City of San Antonio, District 2",Denise Gutierrez,33
4093,For Mayor City of San Antonio,Vote,For
4093,For Mayor City of San Antonio,TOTAL,VOTE
4093,For Mayor City of San Antonio,Ray Adam Basaldua,7
4093,For Mayor City of San Antonio,Christopher T. Schuchardt,91
4093,For Mayor City of San Antonio,Christopher Longoria,11
4093,For Mayor City of San Antonio,Ron Nirenberg,194
4093,For Mayor City of San Antonio,Armando Dominguez,3
4093,For Mayor City of San Antonio,Michael Idrogo,0
4093,For Mayor City of San Antonio,Gary Allen,49
4093,For Mayor City of San Antonio,Michael Samaniego,18
4093,For Mayor City of San Antonio,Diana Flores Uriegas,8
4093,"For Council, City of San Antonio, District 10",Vote,For
4093,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4093,"For Council, City of San Antonio, District 10",Madison Gutierrez,25
4093,"For Council, City of San Antonio, District 10",Robert Flores,26
4093,"For Council, City of San Antonio, District 10",Margaret Sherwood,13
4093,"For Council, City of San Antonio, District 10",Rick Otley,16
4093,"For Council, City of San Antonio, District 10",Bryan R. Martin,22
4093,"For Council, City of San Antonio, District 10",Marc Whyte,239
4093,"For Council, City of San Antonio, District 10",Joel Solis,32
4094,For Mayor City of San Antonio,Vote,For
4094,For Mayor City of San Antonio,TOTAL,VOTE
4094,For Mayor City of San Antonio,Ray Adam Basaldua,3
4094,For Mayor City of San Antonio,Christopher T. Schuchardt,98
4094,For Mayor City of San Antonio,Christopher Longoria,8
4094,For Mayor City of San Antonio,Ron Nirenberg,199
4094,For Mayor City of San Antonio,Armando Dominguez,4
4094,For Mayor City of San Antonio,Michael Idrogo,1
4094,For Mayor City of San Antonio,Gary Allen,35
4094,For Mayor City of San Antonio,Michael Samaniego,22
4094,For Mayor City of San Antonio,Diana Flores Uriegas,6
4094,"For Council, City of San Antonio, District 10",Vote,For
4094,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4094,"For Council, City of San Antonio, District 10",Madison Gutierrez,23
4094,"For Council, City of San Antonio, District 10",Robert Flores,44
4094,"For Council, City of San Antonio, District 10",Margaret Sherwood,15
4094,"For Council, City of San Antonio, District 10",Rick Otley,10
4094,"For Council, City of San Antonio, District 10",Bryan R. Martin,22
4094,"For Council, City of San Antonio, District 10",Marc Whyte,194
4094,"For Council, City of San Antonio, District 10",Joel Solis,52
4095,For Mayor City of San Antonio,Vote,For
4095,For Mayor City of San Antonio,TOTAL,VOTE
4095,For Mayor City of San Antonio,Ray Adam Basaldua,6
4095,For Mayor City of San Antonio,Christopher T. Schuchardt,66
4095,For Mayor City of San Antonio,Christopher Longoria,7
4095,For Mayor City of San Antonio,Ron Nirenberg,162
4095,For Mayor City of San Antonio,Armando Dominguez,2
4095,For Mayor City of San Antonio,Michael Idrogo,0
4095,For Mayor City of San Antonio,Gary Allen,34
4095,For Mayor City of San Antonio,Michael Samaniego,11
4095,For Mayor City of San Antonio,Diana Flores Uriegas,8
4095,"For Council, City of San Antonio, District 10",Vote,For
4095,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4095,"For Council, City of San Antonio, District 10",Madison Gutierrez,17
4095,"For Council, City of San Antonio, District 10",Robert Flores,22
4095,"For Council, City of San Antonio, District 10",Margaret Sherwood,10
4095,"For Council, City of San Antonio, District 10",Rick Otley,10
4095,"For Council, City of San Antonio, District 10",Bryan R. Martin,27
4095,"For Council, City of San Antonio, District 10",Marc Whyte,169
4095,"For Council, City of San Antonio, District 10",Joel Solis,37
4096,For Mayor City of San Antonio,Vote,For
4096,For Mayor City of San Antonio,TOTAL,VOTE
4096,For Mayor City of San Antonio,Ray Adam Basaldua,11
4096,For Mayor City of San Antonio,Christopher T. Schuchardt,46
4096,For Mayor City of San Antonio,Christopher Longoria,10
4096,For Mayor City of San Antonio,Ron Nirenberg,143
4096,For Mayor City of San Antonio,Armando Dominguez,3
4096,For Mayor City of San Antonio,Michael Idrogo,4
4096,For Mayor City of San Antonio,Gary Allen,28
4096,For Mayor City of San Antonio,Michael Samaniego,11
4096,For Mayor City of San Antonio,Diana Flores Uriegas,7
4096,"For Council, City of San Antonio, District 10",Vote,For
4096,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4096,"For Council, City of San Antonio, District 10",Madison Gutierrez,18
4096,"For Council, City of San Antonio, District 10",Robert Flores,28
4096,"For Council, City of San Antonio, District 10",Margaret Sherwood,22
4096,"For Council, City of San Antonio, District 10",Rick Otley,8
4096,"For Council, City of San Antonio, District 10",Bryan R. Martin,32
4096,"For Council, City of San Antonio, District 10",Marc Whyte,121
4096,"For Council, City of San Antonio, District 10",Joel Solis,28
4098,For Mayor City of San Antonio,Vote,For
4098,For Mayor City of San Antonio,TOTAL,VOTE
4098,For Mayor City of San Antonio,Ray Adam Basaldua,7
4098,For Mayor City of San Antonio,Christopher T. Schuchardt,72
4098,For Mayor City of San Antonio,Christopher Longoria,12
4098,For Mayor City of San Antonio,Ron Nirenberg,127
4098,For Mayor City of San Antonio,Armando Dominguez,2
4098,For Mayor City of San Antonio,Michael Idrogo,0
4098,For Mayor City of San Antonio,Gary Allen,24
4098,For Mayor City of San Antonio,Michael Samaniego,19
4098,For Mayor City of San Antonio,Diana Flores Uriegas,7
4098,"For Council, City of San Antonio, District 10",Vote,For
4098,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4098,"For Council, City of San Antonio, District 10",Madison Gutierrez,17
4098,"For Council, City of San Antonio, District 10",Robert Flores,26
4098,"For Council, City of San Antonio, District 10",Margaret Sherwood,15
4098,"For Council, City of San Antonio, District 10",Rick Otley,12
4098,"For Council, City of San Antonio, District 10",Bryan R. Martin,17
4098,"For Council, City of San Antonio, District 10",Marc Whyte,148
4098,"For Council, City of San Antonio, District 10",Joel Solis,25
4099,For Mayor City of San Antonio,Vote,For
4099,For Mayor City of San Antonio,TOTAL,VOTE
4099,For Mayor City of San Antonio,Ray Adam Basaldua,1
4099,For Mayor City of San Antonio,Christopher T. Schuchardt,43
4099,For Mayor City of San Antonio,Christopher Longoria,6
4099,For Mayor City of San Antonio,Ron Nirenberg,80
4099,For Mayor City of San Antonio,Armando Dominguez,0
4099,For Mayor City of San Antonio,Michael Idrogo,2
4099,For Mayor City of San Antonio,Gary Allen,10
4099,For Mayor City of San Antonio,Michael Samaniego,4
4099,For Mayor City of San Antonio,Diana Flores Uriegas,3
4099,"For Council, City of San Antonio, District 10",Vote,For
4099,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4099,"For Council, City of San Antonio, District 10",Madison Gutierrez,15
4099,"For Council, City of San Antonio, District 10",Robert Flores,18
4099,"For Council, City of San Antonio, District 10",Margaret Sherwood,6
4099,"For Council, City of San Antonio, District 10",Rick Otley,2
4099,"For Council, City of San Antonio, District 10",Bryan R. Martin,8
4099,"For Council, City of San Antonio, District 10",Marc Whyte,73
4099,"For Council, City of San Antonio, District 10",Joel Solis,26
4101,For Mayor City of San Antonio,Vote,For
4101,For Mayor City of San Antonio,TOTAL,VOTE
4101,For Mayor City of San Antonio,Ray Adam Basaldua,0
4101,For Mayor City of San Antonio,Christopher T. Schuchardt,2
4101,For Mayor City of San Antonio,Christopher Longoria,0
4101,For Mayor City of San Antonio,Ron Nirenberg,3
4101,For Mayor City of San Antonio,Armando Dominguez,0
4101,For Mayor City of San Antonio,Michael Idrogo,0
4101,For Mayor City of San Antonio,Gary Allen,0
4101,For Mayor City of San Antonio,Michael Samaniego,0
4101,For Mayor City of San Antonio,Diana Flores Uriegas,1
4101,"For Council, City of San Antonio, District 2",Vote,For
4101,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4101,"For Council, City of San Antonio, District 2",Rose Requenez Hill,0
4101,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4101,"For Council, City of San Antonio, District 2",Patrick Jones,1
4101,"For Council, City of San Antonio, District 2",Carla Walker,2
4101,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,1
4101,"For Council, City of San Antonio, District 2",Denise McVea,0
4101,"For Council, City of San Antonio, District 2",James M. Guild,0
4101,"For Council, City of San Antonio, District 2",Michael John Good,0
4101,"For Council, City of San Antonio, District 2",Wendell Carson,1
4101,"For Council, City of San Antonio, District 2",Denise Gutierrez,1
4102,For Mayor City of San Antonio,Vote,For
4102,For Mayor City of San Antonio,TOTAL,VOTE
4102,For Mayor City of San Antonio,Ray Adam Basaldua,1
4102,For Mayor City of San Antonio,Christopher T. Schuchardt,15
4102,For Mayor City of San Antonio,Christopher Longoria,0
4102,For Mayor City of San Antonio,Ron Nirenberg,55
4102,For Mayor City of San Antonio,Armando Dominguez,1
4102,For Mayor City of San Antonio,Michael Idrogo,1
4102,For Mayor City of San Antonio,Gary Allen,2
4102,For Mayor City of San Antonio,Michael Samaniego,4
4102,For Mayor City of San Antonio,Diana Flores Uriegas,3
4102,"For Council, City of San Antonio, District 2",Vote,For
4102,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4102,"For Council, City of San Antonio, District 2",Rose Requenez Hill,5
4102,"For Council, City of San Antonio, District 2",Edward Earl Giles,3
4102,"For Council, City of San Antonio, District 2",Patrick Jones,2
4102,"For Council, City of San Antonio, District 2",Carla Walker,0
4102,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,45
4102,"For Council, City of San Antonio, District 2",Denise McVea,2
4102,"For Council, City of San Antonio, District 2",James M. Guild,1
4102,"For Council, City of San Antonio, District 2",Michael John Good,7
4102,"For Council, City of San Antonio, District 2",Wendell Carson,3
4102,"For Council, City of San Antonio, District 2",Denise Gutierrez,11
4103,For Mayor City of San Antonio,Vote,For
4103,For Mayor City of San Antonio,TOTAL,VOTE
4103,For Mayor City of San Antonio,Ray Adam,Basaldua
4103,For Mayor City of San Antonio,Christopher T.,Schuchardt
4103,For Mayor City of San Antonio,Christopher,Longoria
4103,For Mayor City of San Antonio,Ron,Nirenberg
4103,For Mayor City of San Antonio,Armando,Dominguez
4103,For Mayor City of San Antonio,Michael,Idrogo
4103,For Mayor City of San Antonio,Gary,Allen
4103,For Mayor City of San Antonio,Michael,Samaniego
4103,For Mayor City of San Antonio,Diana Flores,Uriegas
4103,"For Council, City of San Antonio, District 3",Vote,For
4103,"For Council, City of San Antonio, District 3",TOTAL,VOTE
4103,"For Council, City of San Antonio, District 3",Jayden,Muñoz
4103,"For Council, City of San Antonio, District 3",Phyllis,Viagran
4103,"For Council, City of San Antonio, District 3",Erin Gallegos,Reid
4103,"For Council, City of San Antonio, District 3",Larry La,Rose
4104,For Mayor City of San Antonio,Vote,For
4104,For Mayor City of San Antonio,TOTAL,VOTE
4104,For Mayor City of San Antonio,Ray Adam Basaldua,2
4104,For Mayor City of San Antonio,Christopher T. Schuchardt,85
4104,For Mayor City of San Antonio,Christopher Longoria,9
4104,For Mayor City of San Antonio,Ron Nirenberg,159
4104,For Mayor City of San Antonio,Armando Dominguez,0
4104,For Mayor City of San Antonio,Michael Idrogo,1
4104,For Mayor City of San Antonio,Gary Allen,30
4104,For Mayor City of San Antonio,Michael Samaniego,34
4104,For Mayor City of San Antonio,Diana Flores Uriegas,4
4104,"For Council, City of San Antonio, District 10",Vote,For
4104,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4104,"For Council, City of San Antonio, District 10",Madison Gutierrez,25
4104,"For Council, City of San Antonio, District 10",Robert Flores,41
4104,"For Council, City of San Antonio, District 10",Margaret Sherwood,10
4104,"For Council, City of San Antonio, District 10",Rick Otley,10
4104,"For Council, City of San Antonio, District 10",Bryan R. Martin,23
4104,"For Council, City of San Antonio, District 10",Marc Whyte,164
4104,"For Council, City of San Antonio, District 10",Joel Solis,41
4106,For Mayor City of San Antonio,Vote,For
4106,For Mayor City of San Antonio,TOTAL,VOTE
4106,For Mayor City of San Antonio,Ray Adam Basaldua,1
4106,For Mayor City of San Antonio,Christopher T. Schuchardt,8
4106,For Mayor City of San Antonio,Christopher Longoria,3
4106,For Mayor City of San Antonio,Ron Nirenberg,24
4106,For Mayor City of San Antonio,Armando Dominguez,0
4106,For Mayor City of San Antonio,Michael Idrogo,1
4106,For Mayor City of San Antonio,Gary Allen,0
4106,For Mayor City of San Antonio,Michael Samaniego,1
4106,For Mayor City of San Antonio,Diana Flores Uriegas,4
4106,"For Council, City of San Antonio, District 2",Vote,For
4106,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4106,"For Council, City of San Antonio, District 2",Rose Requenez Hill,10
4106,"For Council, City of San Antonio, District 2",Edward Earl Giles,1
4106,"For Council, City of San Antonio, District 2",Patrick Jones,3
4106,"For Council, City of San Antonio, District 2",Carla Walker,1
4106,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,15
4106,"For Council, City of San Antonio, District 2",Denise McVea,1
4106,"For Council, City of San Antonio, District 2",James M. Guild,0
4106,"For Council, City of San Antonio, District 2",Michael John Good,0
4106,"For Council, City of San Antonio, District 2",Wendell Carson,0
4106,"For Council, City of San Antonio, District 2",Denise Gutierrez,11
4108,For Mayor City of San Antonio,Vote,For
4108,For Mayor City of San Antonio,TOTAL,VOTE
4108,For Mayor City of San Antonio,Ray Adam Basaldua,6
4108,For Mayor City of San Antonio,Christopher T. Schuchardt,138
4108,For Mayor City of San Antonio,Christopher Longoria,17
4108,For Mayor City of San Antonio,Ron Nirenberg,262
4108,For Mayor City of San Antonio,Armando Dominguez,5
4108,For Mayor City of San Antonio,Michael Idrogo,3
4108,For Mayor City of San Antonio,Gary Allen,52
4108,For Mayor City of San Antonio,Michael Samaniego,28
4108,For Mayor City of San Antonio,Diana Flores Uriegas,14
4108,"For Council, City of San Antonio, District 10",Vote,For
4108,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4108,"For Council, City of San Antonio, District 10",Madison Gutierrez,45
4108,"For Council, City of San Antonio, District 10",Robert Flores,63
4108,"For Council, City of San Antonio, District 10",Margaret Sherwood,24
4108,"For Council, City of San Antonio, District 10",Rick Otley,31
4108,"For Council, City of San Antonio, District 10",Bryan R. Martin,33
4108,"For Council, City of San Antonio, District 10",Marc Whyte,274
4108,"For Council, City of San Antonio, District 10",Joel Solis,44
4110,For Mayor City of San Antonio,Vote,For
4110,For Mayor City of San Antonio,TOTAL,VOTE
4110,For Mayor City of San Antonio,Ray Adam Basaldua,1
4110,For Mayor City of San Antonio,Christopher T. Schuchardt,23
4110,For Mayor City of San Antonio,Christopher Longoria,3
4110,For Mayor City of San Antonio,Ron Nirenberg,221
4110,For Mayor City of San Antonio,Armando Dominguez,1
4110,For Mayor City of San Antonio,Michael Idrogo,2
4110,For Mayor City of San Antonio,Gary Allen,9
4110,For Mayor City of San Antonio,Michael Samaniego,4
4110,For Mayor City of San Antonio,Diana Flores Uriegas,14
4110,"For Council, City of San Antonio, District 2",Vote,For
4110,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4110,"For Council, City of San Antonio, District 2",Rose Requenez Hill,14
4110,"For Council, City of San Antonio, District 2",Edward Earl Giles,4
4110,"For Council, City of San Antonio, District 2",Patrick Jones,5
4110,"For Council, City of San Antonio, District 2",Carla Walker,6
4110,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,191
4110,"For Council, City of San Antonio, District 2",Denise McVea,7
4110,"For Council, City of San Antonio, District 2",James M. Guild,2
4110,"For Council, City of San Antonio, District 2",Michael John Good,3
4110,"For Council, City of San Antonio, District 2",Wendell Carson,2
4110,"For Council, City of San Antonio, District 2",Denise Gutierrez,35
4111,For Mayor City of San Antonio,Vote,For
4111,For Mayor City of San Antonio,TOTAL,VOTE
4111,For Mayor City of San Antonio,Ray Adam Basaldua,0
4111,For Mayor City of San Antonio,Christopher T. Schuchardt,0
4111,For Mayor City of San Antonio,Christopher Longoria,0
4111,For Mayor City of San Antonio,Ron Nirenberg,5
4111,For Mayor City of San Antonio,Armando Dominguez,0
4111,For Mayor City of San Antonio,Michael Idrogo,0
4111,For Mayor City of San Antonio,Gary Allen,1
4111,For Mayor City of San Antonio,Michael Samaniego,0
4111,For Mayor City of San Antonio,Diana Flores Uriegas,0
4111,"For Council, City of San Antonio, District 2",Vote,For
4111,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4111,"For Council, City of San Antonio, District 2",Rose Requenez Hill,0
4111,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4111,"For Council, City of San Antonio, District 2",Patrick Jones,0
4111,"For Council, City of San Antonio, District 2",Carla Walker,2
4111,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,4
4111,"For Council, City of San Antonio, District 2",Denise McVea,0
4111,"For Council, City of San Antonio, District 2",James M. Guild,0
4111,"For Council, City of San Antonio, District 2",Michael John Good,0
4111,"For Council, City of San Antonio, District 2",Wendell Carson,0
4111,"For Council, City of San Antonio, District 2",Denise Gutierrez,0
4112,For Mayor City of San Antonio,Vote,For
4112,For Mayor City of San Antonio,TOTAL,VOTE
4112,For Mayor City of San Antonio,Ray Adam Basaldua,2
4112,For Mayor City of San Antonio,Christopher T. Schuchardt,62
4112,For Mayor City of San Antonio,Christopher Longoria,5
4112,For Mayor City of San Antonio,Ron Nirenberg,177
4112,For Mayor City of San Antonio,Armando Dominguez,1
4112,For Mayor City of San Antonio,Michael Idrogo,0
4112,For Mayor City of San Antonio,Gary Allen,13
4112,For Mayor City of San Antonio,Michael Samaniego,7
4112,For Mayor City of San Antonio,Diana Flores Uriegas,8
4112,"For Council, City of San Antonio, District 10",Vote,For
4112,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4112,"For Council, City of San Antonio, District 10",Madison Gutierrez,15
4112,"For Council, City of San Antonio, District 10",Robert Flores,13
4112,"For Council, City of San Antonio, District 10",Margaret Sherwood,13
4112,"For Council, City of San Antonio, District 10",Rick Otley,3
4112,"For Council, City of San Antonio, District 10",Bryan R. Martin,13
4112,"For Council, City of San Antonio, District 10",Marc Whyte,160
4112,"For Council, City of San Antonio, District 10",Joel Solis,47
4113,For Mayor City of San Antonio,Vote,For
4113,For Mayor City of San Antonio,TOTAL,VOTE
4113,For Mayor City of San Antonio,Ray Adam Basaldua,3
4113,For Mayor City of San Antonio,Christopher T. Schuchardt,10
4113,For Mayor City of San Antonio,Christopher Longoria,2
4113,For Mayor City of San Antonio,Ron Nirenberg,77
4113,For Mayor City of San Antonio,Armando Dominguez,3
4113,For Mayor City of San Antonio,Michael Idrogo,0
4113,For Mayor City of San Antonio,Gary Allen,7
4113,For Mayor City of San Antonio,Michael Samaniego,2
4113,For Mayor City of San Antonio,Diana Flores Uriegas,4
4113,"For Council, City of San Antonio, District 2",Vote,For
4113,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4113,"For Council, City of San Antonio, District 2",Rose Requenez Hill,4
4113,"For Council, City of San Antonio, District 2",Edward Earl Giles,3
4113,"For Council, City of San Antonio, District 2",Patrick Jones,5
4113,"For Council, City of San Antonio, District 2",Carla Walker,9
4113,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,60
4113,"For Council, City of San Antonio, District 2",Denise McVea,4
4113,"For Council, City of San Antonio, District 2",James M. Guild,0
4113,"For Council, City of San Antonio, District 2",Michael John Good,0
4113,"For Council, City of San Antonio, District 2",Wendell Carson,3
4113,"For Council, City of San Antonio, District 2",Denise Gutierrez,17
4115,For Mayor City of San Antonio,Vote,For
4115,For Mayor City of San Antonio,TOTAL,VOTE
4115,For Mayor City of San Antonio,Ray Adam Basaldua,2
4115,For Mayor City of San Antonio,Christopher T. Schuchardt,12
4115,For Mayor City of San Antonio,Christopher Longoria,1
4115,For Mayor City of San Antonio,Ron Nirenberg,25
4115,For Mayor City of San Antonio,Armando Dominguez,0
4115,For Mayor City of San Antonio,Michael Idrogo,0
4115,For Mayor City of San Antonio,Gary Allen,5
4115,For Mayor City of San Antonio,Michael Samaniego,2
4115,For Mayor City of San Antonio,Diana Flores Uriegas,0
4115,"For Council, City of San Antonio, District 10",Vote,For
4115,"For Council, City of San Antonio, District 10",TOTAL,VOTE
4115,"For Council, City of San Antonio, District 10",Madison Gutierrez,0
4115,"For Council, City of San Antonio, District 10",Robert Flores,3
4115,"For Council, City of San Antonio, District 10",Margaret Sherwood,3
4115,"For Council, City of San Antonio, District 10",Rick Otley,6
4115,"For Council, City of San Antonio, District 10",Bryan R. Martin,1
4115,"For Council, City of San Antonio, District 10",Marc Whyte,23
4115,"For Council, City of San Antonio, District 10",Joel Solis,10
4117,For Mayor City of San Antonio,Vote,For
4117,For Mayor City of San Antonio,TOTAL,VOTE
4117,For Mayor City of San Antonio,Ray Adam Basaldua,3
4117,For Mayor City of San Antonio,Christopher T. Schuchardt,41
4117,For Mayor City of San Antonio,Christopher Longoria,2
4117,For Mayor City of San Antonio,Ron Nirenberg,82
4117,For Mayor City of San Antonio,Armando Dominguez,0
4117,For Mayor City of San Antonio,Michael Idrogo,0
4117,For Mayor City of San Antonio,Gary Allen,9
4117,For Mayor City of San Antonio,Michael Samaniego,2
4117,For Mayor City of San Antonio,Diana Flores Uriegas,3
4117,"For Council, City of San Antonio, District 2",Vote,For
4117,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4117,"For Council, City of San Antonio, District 2",Rose Requenez Hill,9
4117,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4117,"For Council, City of San Antonio, District 2",Patrick Jones,0
4117,"For Council, City of San Antonio, District 2",Carla Walker,1
4117,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,62
4117,"For Council, City of San Antonio, District 2",Denise McVea,3
4117,"For Council, City of San Antonio, District 2",James M. Guild,0
4117,"For Council, City of San Antonio, District 2",Michael John Good,11
4117,"For Council, City of San Antonio, District 2",Wendell Carson,1
4117,"For Council, City of San Antonio, District 2",Denise Gutierrez,52
4119,For Mayor City of San Antonio,Vote,For
4119,For Mayor City of San Antonio,TOTAL,VOTE
4119,For Mayor City of San Antonio,Ray Adam Basaldua,1
4119,For Mayor City of San Antonio,Christopher T. Schuchardt,13
4119,For Mayor City of San Antonio,Christopher Longoria,0
4119,For Mayor City of San Antonio,Ron Nirenberg,57
4119,For Mayor City of San Antonio,Armando Dominguez,0
4119,For Mayor City of San Antonio,Michael Idrogo,0
4119,For Mayor City of San Antonio,Gary Allen,4
4119,For Mayor City of San Antonio,Michael Samaniego,2
4119,For Mayor City of San Antonio,Diana Flores Uriegas,2
4119,"For Council, City of San Antonio, District 2",Vote,For
4119,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4119,"For Council, City of San Antonio, District 2",Rose Requenez Hill,7
4119,"For Council, City of San Antonio, District 2",Edward Earl Giles,2
4119,"For Council, City of San Antonio, District 2",Patrick Jones,2
4119,"For Council, City of San Antonio, District 2",Carla Walker,2
4119,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,52
4119,"For Council, City of San Antonio, District 2",Denise McVea,1
4119,"For Council, City of San Antonio, District 2",James M. Guild,2
4119,"For Council, City of San Antonio, District 2",Michael John Good,0
4119,"For Council, City of San Antonio, District 2",Wendell Carson,0
4119,"For Council, City of San Antonio, District 2",Denise Gutierrez,8
4120,For Mayor City of San Antonio,Vote,For
4120,For Mayor City of San Antonio,TOTAL,VOTE
4120,For Mayor City of San Antonio,Ray Adam Basaldua,0
4120,For Mayor City of San Antonio,Christopher T. Schuchardt,4
4120,For Mayor City of San Antonio,Christopher Longoria,0
4120,For Mayor City of San Antonio,Ron Nirenberg,17
4120,For Mayor City of San Antonio,Armando Dominguez,0
4120,For Mayor City of San Antonio,Michael Idrogo,0
4120,For Mayor City of San Antonio,Gary Allen,1
4120,For Mayor City of San Antonio,Michael Samaniego,0
4120,For Mayor City of San Antonio,Diana Flores Uriegas,2
4120,"For Council, City of San Antonio, District 2",Vote,For
4120,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4120,"For Council, City of San Antonio, District 2",Rose Requenez Hill,1
4120,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4120,"For Council, City of San Antonio, District 2",Patrick Jones,10
4120,"For Council, City of San Antonio, District 2",Carla Walker,1
4120,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,8
4120,"For Council, City of San Antonio, District 2",Denise McVea,0
4120,"For Council, City of San Antonio, District 2",James M. Guild,0
4120,"For Council, City of San Antonio, District 2",Michael John Good,0
4120,"For Council, City of San Antonio, District 2",Wendell Carson,1
4120,"For Council, City of San Antonio, District 2",Denise Gutierrez,2
4122,For Mayor City of San Antonio,Vote,For
4122,For Mayor City of San Antonio,TOTAL,VOTE
4122,For Mayor City of San Antonio,Ray Adam Basaldua,0
4122,For Mayor City of San Antonio,Christopher T. Schuchardt,4
4122,For Mayor City of San Antonio,Christopher Longoria,0
4122,For Mayor City of San Antonio,Ron Nirenberg,18
4122,For Mayor City of San Antonio,Armando Dominguez,0
4122,For Mayor City of San Antonio,Michael Idrogo,0
4122,For Mayor City of San Antonio,Gary Allen,2
4122,For Mayor City of San Antonio,Michael Samaniego,0
4122,For Mayor City of San Antonio,Diana Flores Uriegas,1
4122,"For Council, City of San Antonio, District 2",Vote,For
4122,"For Council, City of San Antonio, District 2",TOTAL,VOTE
4122,"For Council, City of San Antonio, District 2",Rose Requenez Hill,3
4122,"For Council, City of San Antonio, District 2",Edward Earl Giles,0
4122,"For Council, City of San Antonio, District 2",Patrick Jones,0
4122,"For Council, City of San Antonio, District 2",Carla Walker,1
4122,"For Council, City of San Antonio, District 2",Jalen McKee-Rodriguez,14
